country,country_code,year,parameter,value,unit,source
Viet Nam,704,2003,"Drinking water, Available",81.831535770976,,"WHO, UNICEF"
Viet Nam,704,2003,"Drinking water, Basic service",83.0,,"WHO, UNICEF"
Viet Nam,704,2003,"Drinking water, Limited",0.89806015572114,,"WHO, UNICEF"
Brunei Darussalam,96,2004,"Drinking water, On premises",99.781114234493,,"WHO, UNICEF"
Brunei Darussalam,96,2004,"Drinking water, Unimproved",0.0,,"WHO, UNICEF"
Brunei Darussalam,96,2004,"Drinking water, Surface water",0.099983791062905,,"WHO, UNICEF"
Brunei Darussalam,96,2004,"Drinking water, At least basic service",99.900016208937,,"WHO, UNICEF"
Brunei Darussalam,96,2004,"Drinking water, Basic service",100.0,,"WHO, UNICEF"
Brunei Darussalam,96,2004,"Drinking water, Limited",0.0,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Surface water",21.797395319682,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Unimproved",19.480993191023,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, On premises",43.524631929908,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Safely managed service",19.0,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Free of contamination",18.893977130111,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Available",51.686844435891,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Limited",0.18852278051454,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Basic service",58.0,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Safely managed service",48.0,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Surface water",9.2110927244943,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Unimproved",7.5254642317524,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, On premises",73.792678602312,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Free of contamination",47.876479750158,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Available",72.53956120231,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Limited",0.22759527446014,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Basic service",84.0,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Available",46.777973486008,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Limited",0.17932484963447,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Basic service",52.0,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Surface water",24.760295839314,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Safely managed service",12.0,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, On premises",36.399328745697,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Unimproved",22.295406243177,,"WHO, UNICEF"
Cambodia,116,2004,"Drinking water, Free of contamination",12.071299925192,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Basic service",70.0,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Limited",0.55123614171664,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Available",63.081411969069,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Free of contamination",18.997892507015,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Safely managed service",19.0,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Surface water",5.3567377710621,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Unimproved",24.540337848809,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, On premises",48.910500187228,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Safely managed service",25.0,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Basic service",80.0,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Limited",0.62016121311693,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Available",72.480684630844,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Free of contamination",24.873475996677,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, On premises",60.431534431539,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Unimproved",17.058940332737,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Surface water",3.1947847226762,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Surface water",0.56825286157603,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Unimproved",7.9698826944245,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, On premises",74.428301273973,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Safely managed service",32.0,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Free of contamination",32.0116525554,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Available",83.899747187744,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Limited",0.70389744216043,,"WHO, UNICEF"
Indonesia,360,2004,"Drinking water, Basic service",91.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Unimproved",26.978163824353,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Basic service",48.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Limited",1.2934709158403,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Available",45.634617895507,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Free of contamination",7.0455783993788,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Safely managed service",6.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Surface water",25.181155315856,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, On premises",9.4248383636061,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Safely managed service",9.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Basic service",57.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Limited",1.0756719565623,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Available",54.595229643673,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Free of contamination",11.123851665678,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, On premises",19.185729809302,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Unimproved",23.846551566129,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Surface water",19.549170420497,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Surface water",3.7194299582887,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Unimproved",15.044586774624,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, On premises",46.620521356835,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Safely managed service",18.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Free of contamination",22.586592832435,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Available",79.780681244849,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Limited",0.46350744556733,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2004,"Drinking water, Basic service",83.0,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Surface water",0.09,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Unimproved",0.33868568480023,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, On premises",97.380745400265,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Limited",0.2987139429456,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Basic service",98.0,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, At least basic service",99.272600372254,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Surface water",2.1,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Unimproved",4.8374208847477,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, On premises",84.314696678419,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Limited",0.5583754746915,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Basic service",93.0,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, At least basic service",92.504203640561,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Basic service",97.0,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Safely managed service",92.0,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, On premises",92.898310490531,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Free of contamination",96.825458068443,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Limited",0.3877934455254,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Unimproved",1.8820177533862,,"WHO, UNICEF"
Malaysia,458,2004,"Drinking water, Surface water",0.77955064362283,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Available",79.957511028558,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Free of contamination",66.602538820124,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Safely managed service",58.0,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, On premises",57.742326697185,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Unimproved",8.459631483757,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Surface water",5.3792574940898,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Limited",12.079717906283,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Basic service",74.0,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Basic service",54.0,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Limited",16.153253321231,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Available",61.0083271846,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Free of contamination",48.11468577404,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Safely managed service",33.0,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, On premises",33.459456976295,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Unimproved",15.302215466525,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Surface water",14.847954595105,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Unimproved",17.931645240248,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Surface water",18.486535035461,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, On premises",24.128166700369,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Safely managed service",24.0,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Free of contamination",41.010273722168,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Available",53.726637667026,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Limited",17.718609989075,,"WHO, UNICEF"
Myanmar,104,2004,"Drinking water, Basic service",46.0,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Limited",2.3755299135545,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Basic service",94.0,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Surface water",0.66776099516619,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Unimproved",2.8253821305301,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, On premises",64.853369798868,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Safely managed service",60.0,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Available",86.529898082138,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Free of contamination",60.166849627342,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Surface water",3.9503161212218,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Unimproved",10.587906332998,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, On premises",30.662717678923,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Safely managed service",31.0,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Free of contamination",31.069533922624,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Available",75.092428548835,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Limited",3.5340006829165,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Basic service",83.0,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Surface water",2.4470700002077,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Basic service",88.0,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Limited",3.0034789684295,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Available",80.330216675003,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Safely managed service",45.0,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, On premises",46.320325979326,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Unimproved",7.0330595392241,,"WHO, UNICEF"
Philippines,608,2004,"Drinking water, Free of contamination",44.394648877702,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, Surface water",0.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, Unimproved",0.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, On premises",100.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, Safely managed service",100.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, Free of contamination",100.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, Basic service",100.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, Limited",0.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, Limited",0.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, Basic service",100.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, Surface water",0.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, Unimproved",0.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, On premises",100.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, Safely managed service",100.0,,"WHO, UNICEF"
Singapore,702,2004,"Drinking water, Free of contamination",100.0,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, At least basic service",95.57161155879,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Basic service",95.0,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Limited",0.18882339851425,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Available",95.205963608733,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, On premises",90.859837760351,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Unimproved",3.7135036122309,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Surface water",0.52606143046474,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, At least basic service",93.885802461864,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Limited",0.29581770975044,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Available",93.419653191778,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, On premises",87.799807785901,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Unimproved",5.0508010354985,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Basic service",94.0,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Surface water",0.76757879288752,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, At least basic service",98.546724836083,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Basic service",98.0,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Limited",0.0,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Available",98.358441463612,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, On premises",96.260173963676,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Unimproved",1.353443209141,,"WHO, UNICEF"
Thailand,764,2004,"Drinking water, Surface water",0.099831954775496,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Safely managed service",38.0,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, On premises",66.78819964965,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Unimproved",10.635003482271,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Free of contamination",38.440813790832,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Available",77.547594142245,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Limited",0.82527302630335,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Basic service",80.0,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Surface water",8.8019266711258,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Unimproved",2.0954905626077,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Basic service",95.0,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Limited",1.01096762152,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Available",96.628546085424,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Free of contamination",73.877238955355,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Safely managed service",74.0,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, On premises",90.90357597961,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Surface water",1.2759633519685,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Safely managed service",48.0,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Basic service",84.0,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Limited",0.87482188850311,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Available",82.638962022321,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Free of contamination",47.896313490947,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, On premises",73.222903228879,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Unimproved",8.3564079683275,,"WHO, UNICEF"
Viet Nam,704,2004,"Drinking water, Surface water",6.7937737313627,,"WHO, UNICEF"
Brunei Darussalam,96,2005,"Drinking water, Limited",0.0,,"WHO, UNICEF"
Brunei Darussalam,96,2005,"Drinking water, Basic service",100.0,,"WHO, UNICEF"
Brunei Darussalam,96,2005,"Drinking water, At least basic service",99.900018151535,,"WHO, UNICEF"
Brunei Darussalam,96,2005,"Drinking water, On premises",99.783654281013,,"WHO, UNICEF"
Brunei Darussalam,96,2005,"Drinking water, Unimproved",0.0,,"WHO, UNICEF"
Brunei Darussalam,96,2005,"Drinking water, Surface water",0.099981848465286,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Basic service",60.0,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Surface water",21.01375939465,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Unimproved",18.564009788937,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, On premises",44.043925019609,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Safely managed service",19.0,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Free of contamination",19.377994067406,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Available",53.185975781945,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Limited",0.61997295505396,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Unimproved",21.292369484965,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, On premises",37.02133010009,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Safely managed service",13.0,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Free of contamination",12.490530928703,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Available",48.402552188242,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Limited",0.6448860622881,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Basic service",54.0,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Surface water",23.924600125987,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Limited",0.51495447222315,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Available",73.350008131518,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Free of contamination",48.411378850066,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Safely managed service",49.0,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, On premises",73.64694836896,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Unimproved",7.0628792005266,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Surface water",8.743418451533,,"WHO, UNICEF"
Cambodia,116,2005,"Drinking water, Basic service",84.0,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Basic service",71.0,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Limited",0.55971194409035,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Available",64.051351239813,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Free of contamination",19.29000394569,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Safely managed service",19.0,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, On premises",49.738686740705,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Unimproved",23.654522665247,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Surface water",5.1646509668935,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Surface water",0.5399051989519,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Unimproved",7.5825821505774,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, On premises",74.393099318862,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Safely managed service",32.0,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Free of contamination",32.157129427665,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Available",84.281029371898,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Limited",0.70709630226624,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Basic service",92.0,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Unimproved",16.270753091319,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Surface water",3.0399502507731,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, On premises",61.065415909733,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Safely managed service",25.0,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Available",73.345268756647,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Limited",0.62742325573084,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Basic service",81.0,,"WHO, UNICEF"
Indonesia,360,2005,"Drinking water, Free of contamination",25.201418281008,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Unimproved",26.180350875814,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Basic service",50.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Limited",1.4913047007876,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Available",47.938628526309,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Free of contamination",7.4012971120781,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Safely managed service",6.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, On premises",12.303475458638,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Surface water",18.100511465421,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Unimproved",22.934344229212,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Basic service",59.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, On premises",22.603852188773,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Safely managed service",9.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Free of contamination",11.609332913971,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Limited",1.2193048624331,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Available",56.876943596395,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Surface water",23.56357744118,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Basic service",84.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Limited",0.49079015600508,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Available",80.816996128283,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, On premises",50.192006097759,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Safely managed service",18.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Free of contamination",22.879982434442,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Surface water",3.4684304503581,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2005,"Drinking water, Unimproved",14.240367685565,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Surface water",0.09,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Unimproved",0.34680406899601,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, On premises",97.372805620522,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Limited",0.29868958779301,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Basic service",98.0,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, At least basic service",99.264506343211,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, At least basic service",92.360031420801,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Basic service",93.0,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Limited",0.55750521984386,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, On premises",84.183288196424,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Unimproved",4.9824633593553,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Surface water",2.1,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Basic service",97.0,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Limited",0.38514954101752,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Free of contamination",96.862272307717,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Safely managed service",93.0,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, On premises",92.966715844538,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Unimproved",1.8953919305635,,"WHO, UNICEF"
Malaysia,458,2005,"Drinking water, Surface water",0.76146061328569,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Basic service",47.0,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Surface water",18.227068572695,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Unimproved",17.333846940742,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, On premises",25.550600212138,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Safely managed service",26.0,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Free of contamination",41.563209493833,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Available",54.451026391146,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Limited",16.95073782832,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Free of contamination",48.656001246129,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Surface water",14.6279447819,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Unimproved",14.739246224354,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, On premises",35.011382311085,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Safely managed service",35.0,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Available",61.693478864938,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Limited",15.393487161576,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Basic service",55.0,,"WHO, UNICEF"
Myanmar,104,2005,"Drinking water, Surface water",5.3482166962175,,"WHO, UNICEF"
