country,country_code,year,parameter,value,unit,source
Philippines,608,2009,"Drinking water, On premises",55.61167524015,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Safely managed service",45.0,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Basic service",90.0,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Limited",2.9770626099027,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Available",82.175309170431,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Basic service",85.0,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Limited",3.6663226378232,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Available",78.056582917924,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Free of contamination",32.155599418891,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Safely managed service",32.0,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, On premises",41.81226149942,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Unimproved",9.0075911984627,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Surface water",2.5432324723283,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Available",87.134461932142,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Basic service",95.0,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Limited",2.1471581604648,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Surface water",0.43357128794847,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Unimproved",2.2810260178048,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, On premises",72.226871824242,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Safely managed service",61.0,,"WHO, UNICEF"
Philippines,608,2009,"Drinking water, Free of contamination",60.652231192898,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, On premises",100.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, Surface water",0.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, Unimproved",0.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, Safely managed service",100.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, Free of contamination",100.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, Limited",0.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, Basic service",100.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, Basic service",100.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, On premises",100.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, Unimproved",0.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, Surface water",0.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, Limited",0.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, Free of contamination",100.0,,"WHO, UNICEF"
Singapore,702,2009,"Drinking water, Safely managed service",100.0,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Unimproved",3.1011097777448,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, On premises",91.962636845953,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Surface water",0.7178208796249,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Basic service",95.0,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, At least basic service",95.907936473629,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Available",95.402926019221,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Limited",0.27313286900157,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, At least basic service",97.234862535135,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Basic service",97.0,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Limited",0.18855162053135,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Available",96.895764192803,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Surface water",0.45813841924086,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Unimproved",2.1184474250928,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, On premises",94.337718994938,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Basic service",99.0,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, At least basic service",99.026958729811,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Limited",0.074319316919059,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Surface water",0.1074209010108,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Unimproved",0.79130105225876,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, On premises",97.545416012154,,"WHO, UNICEF"
Thailand,764,2009,"Drinking water, Available",98.911935144894,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Basic service",84.0,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Limited",0.70162442680605,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Available",82.004561939486,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Free of contamination",40.650159819688,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Safely managed service",41.0,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, On premises",75.824536262202,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Unimproved",8.9279147844145,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Surface water",5.878736223319,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, On premises",93.457153793932,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Surface water",0.81598760341475,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Basic service",96.0,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Limited",0.86194043424022,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Available",97.315507066704,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Free of contamination",74.40245414924,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Safely managed service",74.0,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Unimproved",1.868505329881,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Available",86.561404243196,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Free of contamination",50.695516868451,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Safely managed service",51.0,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, On premises",81.072354769395,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Basic service",88.0,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Surface water",4.3719609417107,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Unimproved",6.8268945818022,,"WHO, UNICEF"
Viet Nam,704,2009,"Drinking water, Limited",0.74933766657286,,"WHO, UNICEF"
Brunei Darussalam,96,2010,"Drinking water, Surface water",0.099972136609368,,"WHO, UNICEF"
Brunei Darussalam,96,2010,"Drinking water, Unimproved",0.0,,"WHO, UNICEF"
Brunei Darussalam,96,2010,"Drinking water, On premises",99.79635451396,,"WHO, UNICEF"
Brunei Darussalam,96,2010,"Drinking water, Limited",0.0,,"WHO, UNICEF"
Brunei Darussalam,96,2010,"Drinking water, Basic service",100.0,,"WHO, UNICEF"
Brunei Darussalam,96,2010,"Drinking water, At least basic service",99.900027863391,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Available",77.402242777559,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Surface water",6.4050470867263,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Basic service",87.0,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Limited",2.0461588643383,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Free of contamination",51.085874349604,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Safely managed service",51.0,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, On premises",72.596711368001,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Unimproved",4.7499540443974,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, On premises",39.484763612793,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Safely managed service",15.0,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Unimproved",16.277185693906,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Surface water",19.746121559349,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Free of contamination",14.586685946258,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Available",56.525445699414,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Limited",3.435202752725,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Basic service",61.0,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Surface water",17.038683771501,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Unimproved",13.937849310191,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, On premises",46.204502515445,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Safely managed service",22.0,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Free of contamination",21.993831524495,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Available",60.762183001736,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Limited",3.1533101703371,,"WHO, UNICEF"
Cambodia,116,2010,"Drinking water, Basic service",66.0,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Limited",0.71548400857971,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Surface water",2.3044652063905,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Unimproved",12.44743903231,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, On premises",64.022892677442,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Safely managed service",27.0,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Free of contamination",26.807102922138,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Available",77.529379660045,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Basic service",85.0,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, On premises",74.16640679691,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Basic service",94.0,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Limited",0.67279927022123,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Available",86.187440292666,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Free of contamination",32.884513788989,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Safely managed service",33.0,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Unimproved",5.646079431342,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Surface water",0.3981668858312,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Basic service",77.0,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Limited",0.75802212332815,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Available",68.901047593536,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Free of contamination",20.750561139065,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Safely managed service",21.0,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, On premises",53.914209086802,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Unimproved",19.225446747437,,"WHO, UNICEF"
Indonesia,360,2010,"Drinking water, Surface water",4.2042169460501,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Surface water",15.475688067797,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Unimproved",22.191286133118,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, On premises",30.161129517971,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Safely managed service",7.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Free of contamination",9.1798906755751,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Available",59.458681680319,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Limited",2.6715602107192,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Basic service",60.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Basic service",68.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Surface water",11.488523856542,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Unimproved",18.592020491681,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, On premises",41.894883175359,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Safely managed service",11.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Free of contamination",13.73970917396,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Available",67.437633063287,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Limited",2.0594039080004,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Surface water",2.2134329107049,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Available",85.99857054545,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Basic service",88.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Limited",0.6353829596315,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Free of contamination",24.346930444479,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Safely managed service",19.0,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, On premises",69.19038230802,,"WHO, UNICEF"
Lao People's Democratic Republic,418,2010,"Drinking water, Unimproved",10.219272240272,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, Safely managed service",93.0,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, Free of contamination",97.069955959496,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, Limited",0.37262182520101,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, Basic service",97.0,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, On premises",93.316964986771,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, Unimproved",2.6096297222903,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, Unimproved",0.38739598997492,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, On premises",97.333106721805,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, Limited",0.29856781203007,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, Basic service",99.0,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, At least basic service",99.224036197995,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, Surface water",0.09,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, At least basic service",91.639170322001,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, Basic service",94.0,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, Limited",0.55315394560563,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, On premises",83.526245786452,,"WHO, UNICEF"
Malaysia,458,2010,"Drinking water, Unimproved",7.8076757323931,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Unimproved",5.9989313096965,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Surface water",5.1930127068558,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Basic service",82.0,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Limited",7.7550642761564,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Available",82.413875952639,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Free of contamination",68.648627275205,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Safely managed service",68.0,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, On premises",67.923554597148,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Available",65.103842186596,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Free of contamination",51.352934933855,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Safely managed service",44.0,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, On premises",43.159234251965,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Unimproved",11.934133070803,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Surface water",13.539584084816,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Limited",11.278461687664,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Basic service",64.0,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Free of contamination",44.327888352158,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Surface water",16.929736258865,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Unimproved",14.344855443215,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, On premises",33.100632274888,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Safely managed service",34.0,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Available",58.072970011742,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Limited",12.709570485642,,"WHO, UNICEF"
Myanmar,104,2010,"Drinking water, Basic service",57.0,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Unimproved",8.6915281715557,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Basic service",86.0,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Limited",3.6928582613955,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Available",78.652163584726,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Free of contamination",32.372812518145,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Safely managed service",33.0,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Surface water",2.2618157425496,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, On premises",44.123860853074,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Basic service",90.0,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Surface water",1.4118034080197,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, On premises",57.537992391969,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Safely managed service",45.0,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Free of contamination",45.23644441525,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Available",82.552089031054,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Limited",2.9712408735357,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Unimproved",5.7361667112653,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, On premises",73.714729268227,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Surface water",0.38673334650491,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Unimproved",2.1721547952598,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Safely managed service",61.0,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Free of contamination",60.749307506009,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Available",87.255195130679,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Limited",2.1010083808124,,"WHO, UNICEF"
Philippines,608,2010,"Drinking water, Basic service",96.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, Basic service",100.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, Limited",0.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, Free of contamination",100.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, Safely managed service",100.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, On premises",100.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, Unimproved",0.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, Surface water",0.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, Limited",0.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, Surface water",0.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, Unimproved",0.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, On premises",100.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, Safely managed service",100.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, Free of contamination",100.0,,"WHO, UNICEF"
Singapore,702,2010,"Drinking water, Basic service",100.0,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, At least basic service",97.543425316075,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Basic service",97.0,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Limited",0.19148491176111,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Available",97.213081894754,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, On premises",94.998063891912,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Unimproved",1.8198875015913,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Surface water",0.44520227057288,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, At least basic service",96.31250778836,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Unimproved",2.7111715261941,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Basic service",96.0,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Limited",0.26845138847361,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Available",95.799580584709,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, On premises",92.806672178959,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Surface water",0.70786929697237,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Available",99.022633881151,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, At least basic service",99.119235454232,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Basic service",99.0,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Limited",0.092953234627885,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, On premises",97.803463015678,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Unimproved",0.6788726208823,,"WHO, UNICEF"
Thailand,764,2010,"Drinking water, Surface water",0.10893869025786,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Surface water",5.2940981337579,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Free of contamination",41.092029025459,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Unimproved",8.5864970448431,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, On premises",77.699603388498,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Safely managed service",41.0,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Basic service",85.0,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Limited",0.67466312535637,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Available",82.895955498934,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Surface water",0.72399245370403,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Unimproved",1.8231082833356,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, On premises",93.971100708426,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Safely managed service",74.0,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Free of contamination",74.507497188017,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Available",97.45289926296,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Limited",0.83187034033452,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Basic service",96.0,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Available",87.323740995725,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Basic service",89.0,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Limited",0.72248084369656,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Free of contamination",51.256012254706,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Safely managed service",51.0,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, On premises",82.648904678168,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Unimproved",6.5292772963058,,"WHO, UNICEF"
Viet Nam,704,2010,"Drinking water, Surface water",3.9040090158851,,"WHO, UNICEF"
Brunei Darussalam,96,2011,"Drinking water, Limited",0.0,,"WHO, UNICEF"
Brunei Darussalam,96,2011,"Drinking water, Basic service",100.0,,"WHO, UNICEF"
Brunei Darussalam,96,2011,"Drinking water, At least basic service",99.900029805535,,"WHO, UNICEF"
Brunei Darussalam,96,2011,"Drinking water, Surface water",0.099970194464589,,"WHO, UNICEF"
Brunei Darussalam,96,2011,"Drinking water, Unimproved",3.33066907388e-16,,"WHO, UNICEF"
Brunei Darussalam,96,2011,"Drinking water, On premises",99.798894560619,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Limited",3.7315038816718,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Basic service",68.0,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, On premises",46.558282600417,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Available",62.295573943869,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Free of contamination",22.571645004515,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Safely managed service",23.0,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Surface water",16.229804229276,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Unimproved",13.003949125779,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Free of contamination",15.005916949769,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Unimproved",15.274148935695,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, On premises",39.848135663481,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Safely managed service",15.0,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Available",58.150024401647,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Basic service",63.0,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Limited",4.0857682162461,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Surface water",18.910425846021,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Surface water",5.9373728137649,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Unimproved",4.2873690131718,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, On premises",72.322346800969,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Safely managed service",52.0,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Free of contamination",51.620773449511,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Available",78.212689706767,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Limited",2.3712814234214,,"WHO, UNICEF"
Cambodia,116,2011,"Drinking water, Basic service",88.0,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, Surface water",4.0121301418814,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, Unimproved",18.339631563876,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, On premises",54.756231471763,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, Safely managed service",21.0,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, Free of contamination",21.04267257774,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, Available",69.87098686428,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, Limited",0.80031826303414,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, Basic service",77.0,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, Basic service",94.0,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, Surface water",0.36981922320706,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, Unimproved",5.2587788874949,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, On premises",74.110931743241,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, Free of contamination",33.029990661254,,"WHO, UNICEF"
Indonesia,360,2011,"Drinking water, Available",86.56872247682,,"WHO, UNICEF"
