Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaType,GeoAreaName,GeoAreaCode,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,Age,Bounds,Frequency,Level_Status,Location,Reporting_Type,Sex,SDG_6_Data_Portal_level
,,6.1.1,,"Drinking water, At least basic service",,Singapore,702,2010,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > Rural
,,6.1.1,,"Drinking water, Surface water",,Singapore,702,2010,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > Rural
,,6.1.1,,"Drinking water, Limited",,Singapore,702,2010,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > Rural
,,6.1.1,,"Drinking water, Available",,Singapore,702,2010,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > Rural
,,6.1.1,,"Drinking water, Free of contamination",,Singapore,702,2010,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > Rural
,,6.1.1,,"Drinking water, Safely managed service",,Singapore,702,2010,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > Rural
,,6.1.1,,"Drinking water, On premises",,Singapore,702,2010,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > Rural
,,6.1.1,,"Drinking water, Unimproved",,Singapore,702,2010,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > Rural
,,6.1.1,,"Drinking water, Limited",,Singapore,702,2010,0,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > National
,,6.1.1,,"Drinking water, Surface water",,Singapore,702,2010,0,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > National
,,6.1.1,,"Drinking water, Unimproved",,Singapore,702,2010,0,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > National
,,6.1.1,,"Drinking water, On premises",,Singapore,702,2010,100,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > National
,,6.1.1,,"Drinking water, Safely managed service",,Singapore,702,2010,100,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > National
,,6.1.1,,"Drinking water, Free of contamination",,Singapore,702,2010,100,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > National
,,6.1.1,,"Drinking water, Available",,Singapore,702,2010,,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > National
,,6.1.1,,"Drinking water, Basic service",,Singapore,702,2010,100,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > National
,,6.1.1,,"Drinking water, At least basic service",,Singapore,702,2010,,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > National
,,6.1.1,,"Drinking water, Free of contamination",,Thailand,764,2010,,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > National
,,6.1.1,,"Drinking water, At least basic service",,Thailand,764,2010,97.543425316075,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > National
,,6.1.1,,"Drinking water, Basic service",,Thailand,764,2010,97,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > National
,,6.1.1,,"Drinking water, Limited",,Thailand,764,2010,0.19148491176111,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > National
,,6.1.1,,"Drinking water, Available",,Thailand,764,2010,97.213081894754,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > National
,,6.1.1,,"Drinking water, Safely managed service",,Thailand,764,2010,,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > National
,,6.1.1,,"Drinking water, On premises",,Thailand,764,2010,94.998063891912,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > National
,,6.1.1,,"Drinking water, Unimproved",,Thailand,764,2010,1.8198875015913,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > National
,,6.1.1,,"Drinking water, Surface water",,Thailand,764,2010,0.44520227057288,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > National
,,6.1.1,,"Drinking water, At least basic service",,Thailand,764,2010,96.31250778836,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > Rural
,,6.1.1,,"Drinking water, Unimproved",,Thailand,764,2010,2.7111715261941,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > Rural
,,6.1.1,,"Drinking water, Basic service",,Thailand,764,2010,96,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > Rural
,,6.1.1,,"Drinking water, Limited",,Thailand,764,2010,0.26845138847361,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > Rural
,,6.1.1,,"Drinking water, Available",,Thailand,764,2010,95.799580584709,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > Rural
,,6.1.1,,"Drinking water, Free of contamination",,Thailand,764,2010,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > Rural
,,6.1.1,,"Drinking water, Safely managed service",,Thailand,764,2010,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > Rural
,,6.1.1,,"Drinking water, On premises",,Thailand,764,2010,92.806672178959,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > Rural
,,6.1.1,,"Drinking water, Surface water",,Thailand,764,2010,0.70786929697237,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > Rural
,,6.1.1,,"Drinking water, Available",,Thailand,764,2010,99.022633881151,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > Urban
,,6.1.1,,"Drinking water, At least basic service",,Thailand,764,2010,99.119235454232,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > Urban
,,6.1.1,,"Drinking water, Basic service",,Thailand,764,2010,99,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > Urban
,,6.1.1,,"Drinking water, Limited",,Thailand,764,2010,0.092953234627885,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > Urban
,,6.1.1,,"Drinking water, Free of contamination",,Thailand,764,2010,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > Urban
,,6.1.1,,"Drinking water, Safely managed service",,Thailand,764,2010,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > Urban
,,6.1.1,,"Drinking water, On premises",,Thailand,764,2010,97.803463015678,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > Urban
,,6.1.1,,"Drinking water, Unimproved",,Thailand,764,2010,0.6788726208823,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > Urban
,,6.1.1,,"Drinking water, Surface water",,Thailand,764,2010,0.10893869025786,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > Urban
,,6.1.1,,"Drinking water, Surface water",,Viet Nam,704,2010,5.2940981337579,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > Rural
,,6.1.1,,"Drinking water, Free of contamination",,Viet Nam,704,2010,41.092029025459,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > Rural
,,6.1.1,,"Drinking water, At least basic service",,Viet Nam,704,2010,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > Rural
,,6.1.1,,"Drinking water, Unimproved",,Viet Nam,704,2010,8.5864970448431,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > Rural
,,6.1.1,,"Drinking water, On premises",,Viet Nam,704,2010,77.699603388498,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > Rural
,,6.1.1,,"Drinking water, Safely managed service",,Viet Nam,704,2010,41,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > Rural
,,6.1.1,,"Drinking water, Basic service",,Viet Nam,704,2010,85,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > Rural
,,6.1.1,,"Drinking water, Limited",,Viet Nam,704,2010,0.67466312535637,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > Rural
,,6.1.1,,"Drinking water, Available",,Viet Nam,704,2010,82.895955498934,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > Rural
,,6.1.1,,"Drinking water, At least basic service",,Viet Nam,704,2010,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > Urban
,,6.1.1,,"Drinking water, Surface water",,Viet Nam,704,2010,0.72399245370403,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > Urban
,,6.1.1,,"Drinking water, Unimproved",,Viet Nam,704,2010,1.8231082833356,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > Urban
,,6.1.1,,"Drinking water, On premises",,Viet Nam,704,2010,93.971100708426,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > Urban
,,6.1.1,,"Drinking water, Safely managed service",,Viet Nam,704,2010,74,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > Urban
,,6.1.1,,"Drinking water, Free of contamination",,Viet Nam,704,2010,74.507497188017,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > Urban
,,6.1.1,,"Drinking water, Available",,Viet Nam,704,2010,97.45289926296,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > Urban
,,6.1.1,,"Drinking water, Limited",,Viet Nam,704,2010,0.83187034033452,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > Urban
,,6.1.1,,"Drinking water, Basic service",,Viet Nam,704,2010,96,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > Urban
,,6.1.1,,"Drinking water, Available",,Viet Nam,704,2010,87.323740995725,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > National
,,6.1.1,,"Drinking water, At least basic service",,Viet Nam,704,2010,,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > National
,,6.1.1,,"Drinking water, Basic service",,Viet Nam,704,2010,89,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > National
,,6.1.1,,"Drinking water, Limited",,Viet Nam,704,2010,0.72248084369656,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > National
,,6.1.1,,"Drinking water, Free of contamination",,Viet Nam,704,2010,51.256012254706,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > National
,,6.1.1,,"Drinking water, Safely managed service",,Viet Nam,704,2010,51,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > National
,,6.1.1,,"Drinking water, On premises",,Viet Nam,704,2010,82.648904678168,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > National
,,6.1.1,,"Drinking water, Unimproved",,Viet Nam,704,2010,6.5292772963058,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > National
,,6.1.1,,"Drinking water, Surface water",,Viet Nam,704,2010,3.9040090158851,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > National
,,6.1.1,,"Drinking water, Unimproved",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > Rural
,,6.1.1,,"Drinking water, Surface water",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > Rural
,,6.1.1,,"Drinking water, On premises",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > Rural
,,6.1.1,,"Drinking water, At least basic service",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > Rural
,,6.1.1,,"Drinking water, Basic service",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > Rural
,,6.1.1,,"Drinking water, Limited",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > Rural
,,6.1.1,,"Drinking water, Available",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > Rural
,,6.1.1,,"Drinking water, Free of contamination",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > Rural
,,6.1.1,,"Drinking water, Safely managed service",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > Rural
,,6.1.1,,"Drinking water, Surface water",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > Urban
,,6.1.1,,"Drinking water, Unimproved",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > Urban
,,6.1.1,,"Drinking water, On premises",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > Urban
,,6.1.1,,"Drinking water, Safely managed service",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > Urban
,,6.1.1,,"Drinking water, Free of contamination",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > Urban
,,6.1.1,,"Drinking water, Available",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > Urban
,,6.1.1,,"Drinking water, Limited",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > Urban
,,6.1.1,,"Drinking water, Basic service",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > Urban
,,6.1.1,,"Drinking water, At least basic service",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > Urban
,,6.1.1,,"Drinking water, Available",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > National
,,6.1.1,,"Drinking water, Limited",,Brunei Darussalam,96,2011,0,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > National
,,6.1.1,,"Drinking water, Basic service",,Brunei Darussalam,96,2011,100,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > National
,,6.1.1,,"Drinking water, At least basic service",,Brunei Darussalam,96,2011,99.900029805535,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > National
,,6.1.1,,"Drinking water, Surface water",,Brunei Darussalam,96,2011,0.099970194464589,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > National
,,6.1.1,,"Drinking water, Unimproved",,Brunei Darussalam,96,2011,3.33066907388E-16,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > National
,,6.1.1,,"Drinking water, On premises",,Brunei Darussalam,96,2011,99.798894560619,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > National
,,6.1.1,,"Drinking water, Safely managed service",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > National
,,6.1.1,,"Drinking water, Free of contamination",,Brunei Darussalam,96,2011,,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > National
,,6.1.1,,"Drinking water, Limited",,Cambodia,116,2011,3.7315038816718,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > National
,,6.1.1,,"Drinking water, At least basic service",,Cambodia,116,2011,,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > National
,,6.1.1,,"Drinking water, Basic service",,Cambodia,116,2011,68,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > National
,,6.1.1,,"Drinking water, On premises",,Cambodia,116,2011,46.558282600417,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > National
,,6.1.1,,"Drinking water, Available",,Cambodia,116,2011,62.295573943869,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > National
,,6.1.1,,"Drinking water, Free of contamination",,Cambodia,116,2011,22.571645004515,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > National
,,6.1.1,,"Drinking water, Safely managed service",,Cambodia,116,2011,23,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > National
,,6.1.1,,"Drinking water, Surface water",,Cambodia,116,2011,16.229804229276,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > National
,,6.1.1,,"Drinking water, Unimproved",,Cambodia,116,2011,13.003949125779,,"WHO, UNICEF",,,,,,,,National,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > National
,,6.1.1,,"Drinking water, Free of contamination",,Cambodia,116,2011,15.005916949769,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > Rural
,,6.1.1,,"Drinking water, Unimproved",,Cambodia,116,2011,15.274148935695,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > Rural
,,6.1.1,,"Drinking water, On premises",,Cambodia,116,2011,39.848135663481,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > Rural
,,6.1.1,,"Drinking water, Safely managed service",,Cambodia,116,2011,15,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > Rural
,,6.1.1,,"Drinking water, At least basic service",,Cambodia,116,2011,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > Rural
,,6.1.1,,"Drinking water, Available",,Cambodia,116,2011,58.150024401647,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > Rural
,,6.1.1,,"Drinking water, Basic service",,Cambodia,116,2011,63,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > Rural
,,6.1.1,,"Drinking water, Limited",,Cambodia,116,2011,4.0857682162461,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > Rural
,,6.1.1,,"Drinking water, Surface water",,Cambodia,116,2011,18.910425846021,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > Rural
,,6.1.1,,"Drinking water, Surface water",,Cambodia,116,2011,5.9373728137649,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > Urban
,,6.1.1,,"Drinking water, Unimproved",,Cambodia,116,2011,4.2873690131718,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > Urban
,,6.1.1,,"Drinking water, On premises",,Cambodia,116,2011,72.322346800969,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > Urban
,,6.1.1,,"Drinking water, Safely managed service",,Cambodia,116,2011,52,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > Urban
,,6.1.1,,"Drinking water, Free of contamination",,Cambodia,116,2011,51.620773449511,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > Urban
,,6.1.1,,"Drinking water, Available",,Cambodia,116,2011,78.212689706767,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > Urban
,,6.1.1,,"Drinking water, Limited",,Cambodia,116,2011,2.3712814234214,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > Urban
,,6.1.1,,"Drinking water, Basic service",,Cambodia,116,2011,88,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > Urban
,,6.1.1,,"Drinking water, At least basic service",,Cambodia,116,2011,,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > Urban
,,6.1.1,,"Drinking water, Surface water",,Indonesia,360,2011,4.0121301418814,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > Rural
,,6.1.1,,"Drinking water, Unimproved",,Indonesia,360,2011,18.339631563876,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > Rural
,,6.1.1,,"Drinking water, On premises",,Indonesia,360,2011,54.756231471763,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > Rural
,,6.1.1,,"Drinking water, Safely managed service",,Indonesia,360,2011,21,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > Rural
,,6.1.1,,"Drinking water, Free of contamination",,Indonesia,360,2011,21.04267257774,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > Rural
,,6.1.1,,"Drinking water, Available",,Indonesia,360,2011,69.87098686428,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > Rural
,,6.1.1,,"Drinking water, Limited",,Indonesia,360,2011,0.80031826303414,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > Rural
,,6.1.1,,"Drinking water, At least basic service",,Indonesia,360,2011,,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > At least basic service > Rural
,,6.1.1,,"Drinking water, Basic service",,Indonesia,360,2011,77,,"WHO, UNICEF",,,,,,,,Rural,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > Rural
,,6.1.1,,"Drinking water, Basic service",,Indonesia,360,2011,94,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Basic service > Urban
,,6.1.1,,"Drinking water, Surface water",,Indonesia,360,2011,0.36981922320706,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Surface water > Urban
,,6.1.1,,"Drinking water, Unimproved",,Indonesia,360,2011,5.2587788874949,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Unimproved > Urban
,,6.1.1,,"Drinking water, On premises",,Indonesia,360,2011,74.110931743241,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises > Urban
,,6.1.1,,"Drinking water, Free of contamination",,Indonesia,360,2011,33.029990661254,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Free of contamination > Urban
,,6.1.1,,"Drinking water, Available",,Indonesia,360,2011,86.56872247682,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available > Urban
,,6.1.1,,"Drinking water, Limited",,Indonesia,360,2011,0.6656728849244,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Limited service > Urban
,,6.1.1,,"Drinking water, Safely managed service",,Indonesia,360,2011,33,,"WHO, UNICEF",,,,,,,,Urban,,,6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall > Urban
